departures_scheduled,departures_performed,payload,seats,passengers,freight,mail,distance,ramp_to_ramp,air_time,unique_carrier,airline_id,unique_carrier_name,region,carrier,carrier_name,carrier_group,carrier_group_new,origin_airport_id,origin_city_market_id,origin,origin_city_name,origin_country,origin_country_name,dest_airport_id,dest_city_market_id,dest,dest_city_name,dest_country,dest_country_name,aircraft_group,aircraft_type,aircraft_config,year,month,distance_group,class,data_source,row_num
0,25,2240014,7075,4756,14733,0,3762,0,0,EW,21728,Eurowings GmbH,I,EW,Eurowings GmbH,0,0,11618,31703,EWR,"Newark, NJ",US,United States,11444,30970,DUS,"Dusseldorf, Germany",DE,Germany,6,696,1,2019,4,8,F,IF,1
0,22,113740,352,77,0,0,369,0,0,3SD,21674,Compagnie Aerienne Inter Regionale Express dba Air Antilles Express & Air Guyane,I,3SD,Compagnie Aerienne Inter Regionale Express dba Air Antilles Express & Air Guyane,0,0,14843,34819,SJU,"San Juan, PR",US,United States,11372,31279,DOM,"Marigot, Dominica",DM,Dominica,4,441,1,2019,4,1,F,IF,1
0,1,3300,15,1,220,0,4077,0,0,2AQ,21656,ABS JETS A.S,I,2AQ,ABS JETS A.S,0,0,10782,30782,BTS,"Bratislava, Slovakia",SK,Slovakia,10721,30721,BOS,"Boston, MA",US,United States,6,667,1,2019,4,9,L,IF,1
0,2,514800,0,0,199162,0,1744,0,0,KZ,19830,Nippon Cargo Airlines,I,KZ,Nippon Cargo Airlines,0,0,12892,32575,LAX,"Los Angeles, CA",US,United States,13930,30977,ORD,"Chicago, IL",US,United States,8,820,2,2019,4,4,G,DF,1
0,9,351569,1350,1302,3102,0,2319,0,0,LR,19556,Lacsa,I,LR,Lacsa,0,0,12892,32575,LAX,"Los Angeles, CA",US,United States,14677,34677,SAL,"San Salvador, El Salvador",SV,El Salvador,6,694,1,2019,4,5,F,IF,1
0,1,1200,5,0,395,275,21,15,11,7S,20330,Ryan Air f/k/a Arctic Transportation,D,7S,Ryan Air f/k/a Arctic Transportation,1,5,14816,34816,SHX,"Shageluk, AK",US,United States,12676,32676,KGX,"Grayling, AK",US,United States,0,35,1,2019,4,1,F,DU,1
52,49,2126600,8575,7813,20635,0,1209,9435,8486,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,10821,30852,BWI,"Baltimore, MD",US,United States,11259,30194,DAL,"Dallas, TX",US,United States,6,614,1,2019,4,3,F,DU,1
9,9,13500,63,1,540,0,163,576,480,RVQ,21582,"Reeve Air Alaska, LLC",D,RVQ,"Reeve Air Alaska, LLC",1,9,11392,30299,DQL,"Anchorage, AK",US,United States,11924,31924,GKN,"Gulkana, AK",US,United States,1,194,1,2019,4,1,F,DU,1
0,1,0,12,5,0,0,408,0,0,LDM,21569,Laudamotion GmbH,I,LDM,Laudamotion GmbH,0,0,11042,30647,CLE,"Cleveland, OH",US,United States,15167,35167,TEB,"Teterboro, NJ",US,United States,6,658,1,2019,4,1,L,DF,1
0,1,10000,50,44,0,0,535,96,78,1AQ,21477,Via Airlines d/b/a Charter Air Transport,D,1AQ,Via Airlines d/b/a Charter Air Transport,1,6,10781,30781,BTR,"Baton Rouge, LA",US,United States,11953,31953,GNV,"Gainesville, FL",US,United States,6,675,1,2019,4,2,L,DU,1
0,1,2224,11,1,0,0,3686,0,0,17Q,21447,Albinati Aeronautics SA,I,17Q,Albinati Aeronautics SA,0,0,10540,30540,BED,"Bedford, MA",US,United States,12026,32026,GVA,"Geneva, Switzerland",CH,Switzerland,6,788,1,2019,4,8,L,IF,1
0,1,6728,12,2,0,0,5910,0,0,KFQ,22025,Skyfirst Limited,I,KFQ,Skyfirst Limited,0,0,13140,33140,LYN,"Lyon, France",FR,France,12892,32575,LAX,"Los Angeles, CA",US,United States,7,775,1,2019,4,12,L,IF,1
0,1,1400,7,3,0,0,223,60,42,0WQ,21352,Avjet Corporation,D,0WQ,Avjet Corporation,1,1,10800,32575,BUR,"Burbank, CA",US,United States,12889,32211,LAS,"Las Vegas, NV",US,United States,6,651,1,2019,4,1,L,DU,1
0,1,19886,76,68,0,0,212,102,48,CP,21167,Compass Airlines,D,CP,Compass Airlines,2,2,11921,31921,GJT,"Grand Junction, CO",US,United States,11292,30325,DEN,"Denver, CO",US,United States,6,673,1,2019,4,1,F,DU,1
0,1,38212,189,151,0,0,1192,0,0,07Q,21136,Flair Airlines Ltd.,I,07Q,Flair Airlines Ltd.,0,0,12889,32211,LAS,"Las Vegas, NV",US,United States,16042,36039,YEG,"Edmonton, Canada",CA,Canada,6,614,1,2019,4,3,F,IF,1
0,2,193600,0,0,92950,0,1276,0,0,6R,21061,Aerounion Aerotransporte de Carga Union SA de CV,I,6R,Aerounion Aerotransporte de Carga Union SA de CV,0,0,13252,33252,MEX,"Mexico City, Mexico",MX,Mexico,13303,32467,MIA,"Miami, FL",US,United States,6,690,2,2019,4,3,G,IF,1
0,1,5800,29,19,0,0,230,87,68,SEB,20280,"Seaborne Virgin Islands, Inc.",D,SEB,"Seaborne Virgin Islands, Inc.",1,6,14849,34849,SKB,"St. Kitts, Saint Kitts and Nevis",KN,Saint Kitts and Nevis,14843,34819,SJU,"San Juan, PR",US,United States,4,456,3,2019,5,1,L,IU,1
50,46,63480,234,164,0,0,80,2300,2070,WST,20289,Friday Harbor Seaplanes,D,WST,Friday Harbor Seaplanes,1,6,14572,34572,RNT,"Renton, WA",US,United States,11762,31646,FRD,"Friday Harbor, WA",US,United States,0,40,1,2019,5,1,F,DU,1
0,18,721552,3240,2830,0,0,2138,0,0,UO,21785,Hong Kong Express Airways Limited,I,UO,Hong Kong Express Airways Limited,0,0,14955,34955,SPN,"Saipan, TT",US,United States,12143,32126,HKG,"Hong Kong, Hong Kong",HK,Hong Kong,6,694,1,2019,5,5,F,IF,1
0,1,1626,8,6,315,0,446,0,0,NLQ,20303,Nolinor Aviation,I,NLQ,Nolinor Aviation,0,0,10721,30721,BOS,"Boston, MA",US,United States,16271,36106,YYZ,"Toronto, Canada",CA,Canada,6,668,1,2019,5,1,L,IF,1
0,168,6046,18,4,0,0,1114,0,0,14Q,21439,London Air Services Limited,I,14Q,London Air Services Limited,0,0,16229,31215,YVR,"Vancouver, Canada",CA,Canada,14262,34262,PSP,"Palm Springs, CA",US,United States,6,575,1,2019,5,3,L,IF,1
0,1,5991,10,1,0,0,3588,0,0,1LQ,21573,Bertelsmann Aviation GmbH,I,1LQ,Bertelsmann Aviation GmbH,0,0,10581,30581,BGR,"Bangor, ME",US,United States,15402,30549,TXL,"Berlin, Germany",DE,Germany,6,682,1,2019,5,8,L,IF,1
0,31,3519666,8184,5379,1071792,0,6927,0,0,SQ,19572,Singapore Airlines Ltd.,I,SQ,Singapore Airlines Ltd.,0,0,12143,32126,HKG,"Hong Kong, Hong Kong",HK,Hong Kong,14771,32457,SFO,"San Francisco, CA",US,United States,6,637,1,2019,5,14,F,IF,1
0,3,117190,450,219,0,0,2795,0,0,TQQ,20208,Taca Peru,I,TQQ,Taca Peru,0,0,12986,32986,LIM,"Lima, Peru",PE,Peru,13204,31454,MCO,"Orlando, FL",US,United States,6,694,1,2019,5,6,F,IF,1
0,30,7172000,0,0,5597128,0,4308,0,0,CK,20362,China Cargo Airline,I,CK,China Cargo Airline,0,0,10299,30299,ANC,"Anchorage, AK",US,United States,14309,34309,PVG,"Shanghai, China",CN,China,8,819,2,2019,5,9,G,IF,1
0,1,700,3,3,0,0,47,35,31,HBQ,21029,Harris Air Services,D,HBQ,Harris Air Services,1,9,14828,34828,SIT,"Sitka, AK",US,United States,15231,35231,TKE,"Tenakee, AK",US,United States,0,33,4,2019,5,1,L,DU,1
0,1,1600,8,8,0,0,1031,142,134,LF,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,D,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,1,6,12863,32863,KY5,"Madisonville, KY",US,United States,13605,33605,NAS,"Nassau, The Bahamas",BS,The Bahamas,6,685,1,2019,5,3,L,IU,1
31,31,6615090,0,0,1476877,0,430,2616,2118,ABX,20453,ABX Air Inc,D,ABX,ABX Air Inc,2,2,11193,33105,CVG,"Cincinnati, OH",US,United States,10821,30852,BWI,"Baltimore, MD",US,United States,6,625,2,2019,5,1,G,DU,1
0,18,1034200,4860,4709,82135,0,7577,0,0,ET,20153,Ethiopian Airlines,I,ET,Ethiopian Airlines,0,0,13930,30977,ORD,"Chicago, IL",US,United States,10162,30162,ADD,"Addis Ababa, Ethiopia",ET,Ethiopia,6,887,1,2019,5,16,F,IF,1
0,1,37400,162,151,0,0,1010,289,224,B6,20409,JetBlue Airways,D,B6,JetBlue Airways,3,3,10721,30721,BOS,"Boston, MA",US,United States,12451,31136,JAX,"Jacksonville, FL",US,United States,6,694,1,2019,5,3,F,DU,1
0,1,268400,0,0,90534,0,3779,0,0,CX,19779,Cathay Pacific Airways Ltd.,I,CX,Cathay Pacific Airways Ltd.,0,0,13252,33252,MEX,"Mexico City, Mexico",MX,Mexico,10299,30299,ANC,"Anchorage, AK",US,United States,8,820,2,2019,5,8,G,IF,1
0,1,128130,312,285,26668,0,6516,0,0,NZ,19933,Air New Zealand,I,NZ,Air New Zealand,0,0,10244,30244,AKL,"Auckland, New Zealand",NZ,New Zealand,14771,32457,SFO,"San Francisco, CA",US,United States,6,627,1,2019,5,14,F,IF,1
0,8,4000,16,0,2704,0,40,255,183,SNK,20226,Spernak Airways Inc.,D,SNK,Spernak Airways Inc.,1,5,13467,30299,MRI,"Anchorage, AK",US,United States,16390,36390,BVU,"Beluga, AK",US,United States,0,36,2,2019,5,1,P,DU,1
0,1,26919,113,106,0,0,2103,0,0,WS,20229,Westjet,I,WS,Westjet,0,0,11697,32467,FLL,"Fort Lauderdale, FL",US,United States,16268,36268,YYT,"St. John's, Canada",CA,Canada,6,633,1,2019,5,5,F,IF,1
0,31,4153380,10540,8997,749542,0,5841,0,0,LX,20233,Swiss International Airlines,I,LX,Swiss International Airlines,0,0,16321,36321,ZRH,"Zurich, Switzerland",CH,Switzerland,14771,32457,SFO,"San Francisco, CA",US,United States,6,627,1,2019,5,12,F,IF,1
44,44,7128000,0,0,3025910,0,1045,6388,5393,M6,20151,Amerijet International,D,M6,Amerijet International,2,2,13303,32467,MIA,"Miami, FL",US,United States,14843,34819,SJU,"San Juan, PR",US,United States,6,626,2,2019,5,3,G,DU,1
1,1,51558,0,0,51558,0,390,66,49,5X,19917,United Parcel Service,D,5X,United Parcel Service,3,3,14730,33044,SDF,"Louisville, KY",US,United States,10868,30868,CAE,"Columbia, SC",US,United States,6,691,2,2019,5,1,G,DU,1
0,10,706136,0,0,469225,0,1152,0,0,DHQ,20111,DHL Aero Expresso,I,DHQ,DHL Aero Expresso,0,0,13303,32467,MIA,"Miami, FL",US,United States,14286,34286,PTY,"Panama City, Panama",PA,Panama,6,622,2,2019,5,3,G,IF,1
0,8,304040,960,712,1705,0,866,0,0,TA,19574,Taca International Airlines,I,TA,Taca International Airlines,0,0,13303,32467,MIA,"Miami, FL",US,United States,14681,34681,SAP,"San Pedro Sula, Honduras",HN,Honduras,6,698,1,2019,5,2,F,IF,1
0,30,2671614,7380,5649,871704,0,3819,0,0,NQ,20209,Air Japan Co,I,NQ,Air Japan Co,0,0,13744,32169,NRT,"Tokyo, Japan",JP,Japan,12173,32134,HNL,"Honolulu, HI",US,United States,6,889,1,2019,5,8,F,IF,1
31,31,55800,279,141,0,0,230,2124,1632,AN,21894,"ADVANCED AIR, LLC",D,AN,"ADVANCED AIR, LLC",1,6,14107,30466,PHX,"Phoenix, AZ",US,United States,15051,35051,SVC,"Silver City/Hurley, NM",US,United States,4,458,1,2019,5,1,F,DU,1
45,45,270000,1350,570,0,0,139,1925,1609,38Q,21879,Key Lime Air Corporation,D,38Q,Key Lime Air Corporation,1,6,14534,34534,RIW,"Riverton/Lander, WY",US,United States,14812,34812,SHR,"Sheridan, WY",US,United States,6,632,1,2019,5,1,F,DU,1
0,1,6728,14,4,0,0,4255,0,0,36Q,21869,Air Hamburg Luftverkehrsgesellschaft mbH,I,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,0,0,11988,30966,GRU,"Sao Paulo, Brazil",BR,Brazil,13204,31454,MCO,"Orlando, FL",US,United States,7,775,1,2019,5,9,L,IF,1
0,13,543400,2418,1780,0,0,3037,0,0,D8,21823,Norwegian Air International Ltd.,I,D8,Norwegian Air International Ltd.,0,0,11435,31435,DUB,"Dublin, Ireland",IE,Ireland,14307,30721,PVD,"Providence, RI",US,United States,6,614,1,2019,5,7,F,IF,1
0,17,1079236,5338,5026,0,0,3648,0,0,LV,22002,OPENSKIES SAS,I,LV,OPENSKIES SAS,0,0,11618,31703,EWR,"Newark, NJ",US,United States,13943,30920,ORY,"Paris, France",FR,France,6,696,1,2019,5,8,F,IF,1
0,18,545886,2700,1850,0,0,1941,0,0,EQ,21587,Tame Linea Aerea del Ecuador Tme EP,I,EQ,Tame Linea Aerea del Ecuador Tme EP,0,0,12051,32051,GYE,"Guayaquil, Ecuador",EC,Ecuador,11697,32467,FLL,"Fort Lauderdale, FL",US,United States,6,694,1,2019,5,4,F,IF,1
0,6,1557600,0,0,944387,0,4472,0,0,5C,20200,C.A.L Cargo Airlines,I,5C,C.A.L Cargo Airlines,0,0,10397,30397,ATL,"Atlanta, GA",US,United States,12957,32957,LGG,"Liege, Belgium",BE,Belgium,8,818,2,2019,6,9,G,IF,1
0,52,779999,2600,2359,0,0,394,0,0,QK,20206,Jazz Aviation LP,I,QK,Jazz Aviation LP,0,0,14100,34100,PHL,"Philadelphia, PA",US,United States,16217,36083,YUL,"Montreal, Canada",CA,Canada,6,629,1,2019,6,1,F,IF,1
0,14,131180,630,518,470,645,620,2043,1868,KS,20225,Peninsula Airways Inc.,D,KS,Peninsula Airways Inc.,1,5,10299,30299,ANC,"Anchorage, AK",US,United States,10917,30082,CDB,"Cold Bay, AK",US,United States,4,432,1,2019,6,2,F,DU,1
0,88,171358,354,226,0,0,121,0,0,R0,21969,Tantalus Air Ltd. d/b/a Harbour Air d/b/a Harbour Air Seaplanes,I,R0,Tantalus Air Ltd. d/b/a Harbour Air d/b/a Harbour Air Seaplanes,0,0,11215,31215,CXH,"Vancouver, Canada",CA,Canada,13002,30559,LKE,"Seattle, WA",US,United States,4,415,1,2019,6,1,F,IF,1
0,12,757320,2616,1947,0,0,2673,4530,4098,X9,20377,Omni Air International LLC,I,X9,Omni Air International LLC,2,2,16229,31215,YVR,"Vancouver, Canada",CA,Canada,13830,33830,OGG,"Kahului, HI",US,United States,6,625,1,2019,6,6,L,IU,1
0,2,156860,448,383,5894,2411,594,238,186,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,11433,31295,DTW,"Detroit, MI",US,United States,10397,30397,ATL,"Atlanta, GA",US,United States,6,626,1,2019,6,2,F,DU,1
81,77,776930,3388,2814,225,0,479,8842,6025,MQ,20398,Envoy Air,D,MQ,Envoy Air,3,3,12953,31703,LGA,"New York, NY",US,United States,11066,31066,CMH,"Columbus, OH",US,United States,6,676,1,2019,6,1,F,DU,1
30,22,39600,198,56,0,0,17,165,132,VI,20426,Vieques Air Link Inc.,D,VI,Vieques Air Link Inc.,1,6,11126,31126,CPX,"Culebra, PR",US,United States,15626,35626,VQS,"Vieques, PR",US,United States,1,131,1,2019,6,1,F,DU,1
90,87,1111425,4350,3739,1475,0,413,7915,5962,PT,20427,Piedmont Airlines,D,PT,Piedmont Airlines,1,6,12323,32323,ILM,"Wilmington, NC",US,United States,14100,34100,PHL,"Philadelphia, PA",US,United States,6,675,1,2019,6,1,F,DU,1
0,1,18800,76,0,0,867,113,38,25,QX,19687,Horizon Air,D,QX,Horizon Air,2,2,14893,33192,SMF,"Sacramento, CA",US,United States,14570,34570,RNO,"Reno, NV",US,United States,6,673,1,2019,6,1,F,DU,1
0,6,25200,54,52,0,0,163,248,205,MW,21242,"Mokulele Flight Services, Inc.",D,MW,"Mokulele Flight Services, Inc.",1,5,12758,32758,KOA,"Kona, HI",US,United States,12173,32134,HNL,"Honolulu, HI",US,United States,4,416,1,2019,6,1,F,DU,1
0,5,594000,0,0,448160,0,2402,0,0,L7,21376,Lan Colombia,I,L7,Lan Colombia,0,0,13303,32467,MIA,"Miami, FL",US,United States,13166,33166,MAO,"Manaus, Brazil",BR,Brazil,6,626,2,2019,6,5,G,IF,1
0,15,3481467,0,0,1802700,0,4615,0,0,3S,21427,AeroLogic GmbH,I,3S,AeroLogic GmbH,0,0,10397,30397,ATL,"Atlanta, GA",US,United States,11760,31760,FRA,"Frankfurt, Germany",DE,Germany,6,683,2,2019,6,10,G,IF,1
0,21,821366,3648,3384,15576,0,1506,0,0,4C,21463,Aerovias de Intergracian Regional,I,4C,Aerovias de Intergracian Regional,0,0,10711,30711,BOG,"Bogota, Colombia",CO,Colombia,13303,32467,MIA,"Miami, FL",US,United States,6,694,1,2019,6,4,F,IF,1
0,1,57245,218,0,0,0,1225,196,168,1BQ,21492,"Eastern Airlines f/k/a Dynamic Airways, LLC",I,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1,1,16271,36106,YYZ,"Toronto, Canada",CA,Canada,13898,32467,OPF,"Miami, FL",US,United States,6,625,1,2019,6,3,L,IU,1
0,28,2761629,7201,5259,390458,0,3892,0,0,SN,21567,Brussels Airlines N.V.,I,SN,Brussels Airlines N.V.,0,0,10752,30752,BRU,"Brussels, Belgium",BE,Belgium,12264,30852,IAD,"Washington, DC",US,United States,6,696,1,2019,6,8,F,IF,1
0,1,2801,14,1,0,0,4557,0,0,VJT,21568,VistaJet Limited,I,VJT,VistaJet Limited,0,0,12173,32134,HNL,"Honolulu, HI",US,United States,11945,31945,GMP,"Seoul, South Korea",KR,South Korea,6,788,1,2019,6,10,L,IF,1
0,9,872188,1998,1683,55719,0,4006,0,0,SA,19570,South African Airways,I,SA,South African Airways,0,0,12264,30852,IAD,"Washington, DC",US,United States,16782,36756,DSS,"Dakar Thies, Senegal",SN,Senegal,8,874,1,2019,6,9,F,IF,1
0,1,2629,13,4,0,0,3934,0,0,LDQ,22035,Laudamotion Executive,I,LDQ,Laudamotion Executive,0,0,16321,36321,ZRH,"Zurich, Switzerland",CH,Switzerland,15167,35167,TEB,"Teterboro, NJ",US,United States,6,658,1,2019,6,8,L,IF,1
0,1,4888,15,5,0,0,5041,0,0,1XQ,21601,Dassault Falcon Service,I,1XQ,Dassault Falcon Service,0,0,15167,35167,TEB,"Teterboro, NJ",US,United States,14686,32395,SAW,"Istanbul, Turkey",TR,Turkey,7,725,1,2019,6,11,L,IF,1
0,10,75000,0,0,26327,0,68,300,240,1YQ,21615,"Air Charter, Inc d/b/a Air Flamenco",D,1YQ,"Air Charter, Inc d/b/a Air Flamenco",1,6,14843,34819,SJU,"San Juan, PR",US,United States,15024,34945,STT,"Charlotte Amalie, VI",US,United States,4,489,2,2019,6,1,P,DU,1
0,2,70000,0,0,0,0,84,83,42,KH,21634,Aloha Air Cargo,D,KH,Aloha Air Cargo,2,2,13830,33830,OGG,"Kahului, HI",US,United States,12758,32758,KOA,"Kona, HI",US,United States,6,619,2,2019,6,1,G,DU,1
0,0,0,0,0,0,0,158,0,0,22Q,21636,Gem Air LLC,D,22Q,Gem Air LLC,1,6,10713,30713,BOI,"Boise, ID",US,United States,14897,34897,SMN,"Salmon, ID",US,United States,1,194,1,2019,6,1,F,DU,1
0,1,0,0,0,0,0,4034,0,0,AD,21638,Azul Linhas Aereas Brazileiras S A,I,AD,Azul Linhas Aereas Brazileiras S A,0,0,11697,32467,FLL,"Fort Lauderdale, FL",US,United States,15567,30966,VCP,"Sao Paulo, Brazil",BR,Brazil,6,696,1,2019,6,9,L,IF,1
0,18,4356000,0,0,1744794,0,4178,0,0,CV,19545,Cargolux Airlines International S.A,I,CV,Cargolux Airlines International S.A,0,0,12917,31066,LCK,"Columbus, OH",US,United States,13113,33113,LUX,"Luxembourg, Luxembourg",LU,Luxembourg,8,820,2,2019,6,9,G,IF,1
0,8,789114,1292,1002,44407,0,2138,0,0,HX,21707,Hong Kong Airlines Limited,I,HX,Hong Kong Airlines Limited,0,0,12143,32126,HKG,"Hong Kong, Hong Kong",HK,Hong Kong,14955,34955,SPN,"Saipan, TT",US,United States,6,687,1,2019,6,5,F,IF,1
0,20,764570,5080,3233,117324,0,4511,0,0,JU,21738,Air Serbia,I,JU,Air Serbia,0,0,10542,30542,BEG,"Belgrade, Serbia",RS,Serbia,12478,31703,JFK,"New York, NY",US,United States,6,696,1,2019,6,10,F,IF,1
0,45,3415500,13590,7634,191127,0,3609,0,0,AT,19536,Royal Air Maroc,I,AT,Royal Air Maroc,0,0,11070,30880,CMN,"Casablanca, Morocco",MA,Morocco,12478,31703,JFK,"New York, NY",US,United States,6,626,1,2019,6,8,F,IF,1
0,1,28200,36,28,0,0,1327,170,156,37Q,21875,"Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",I,37Q,"Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",1,4,10800,32575,BUR,"Burbank, CA",US,United States,11775,31775,FSD,"Sioux Falls, SD",US,United States,6,612,3,2019,6,3,L,DU,1
0,7,618532,1768,1683,0,0,5032,0,0,DE,20120,Condor Flugdienst,I,DE,Condor Flugdienst,0,0,13495,33495,MSY,"New Orleans, LA",US,United States,11760,31760,FRA,"Frankfurt, Germany",DE,Germany,6,626,1,2019,6,11,F,IF,1
0,1,213390,102,0,29886,0,805,162,150,5Y,20007,Atlas Air Inc.,D,5Y,Atlas Air Inc.,3,3,11193,33105,CVG,"Cincinnati, OH",US,United States,11259,30194,DAL,"Dallas, TX",US,United States,6,625,2,2019,6,2,P,DU,1
0,1,264444,0,0,26400,0,5122,0,0,CC,20140,Air Atlanta Icelandic,I,CC,Air Atlanta Icelandic,0,0,11418,31418,DSA,"Finningley, United Kingdom",GB,United Kingdom,12889,32211,LAS,"Las Vegas, NV",US,United States,8,820,2,2019,6,11,P,IF,1
0,27,94500,513,348,0,0,0,749,533,YR,20424,"Grand Canyon Airlines, Inc. d/b/a Grand Canyon Airlines d/b/a Scenic Airlines",D,YR,"Grand Canyon Airlines, Inc. d/b/a Grand Canyon Airlines d/b/a Scenic Airlines",1,6,10011,30011,1G4,"Peach Springs, AZ",US,United States,10011,30011,1G4,"Peach Springs, AZ",US,United States,4,485,1,2019,7,1,L,DU,1
42,42,1932000,9660,9031,0,0,1189,7467,6337,F9,20436,Frontier Airlines Inc.,L,F9,Frontier Airlines Inc.,3,3,14843,34819,SJU,"San Juan, PR",US,United States,13204,31454,MCO,"Orlando, FL",US,United States,6,699,1,2019,7,3,F,DU,1
0,5,15164,45,21,0,0,56,184,144,I4,21594,Scott Air LLC dba Island Air Express,D,I4,Scott Air LLC dba Island Air Express,1,5,12728,30007,KLW,"Klawock, AK",US,United States,12819,31401,KTN,"Ketchikan, AK",US,United States,4,415,1,2019,7,1,L,DU,1
0,5,118800,505,180,0,0,1329,0,0,FJ,20059,Air Pacific Ltd.,I,FJ,Air Pacific Ltd.,0,0,12173,32134,HNL,"Honolulu, HI",US,United States,11216,31216,CXI,"Christmas Island, Kiribati",KI,Kiribati,6,612,1,2019,7,3,F,IF,1
0,1,202000,0,0,5152,0,1152,206,142,WI,20195,Sky Lease Cargo,I,WI,Sky Lease Cargo,2,2,13303,32467,MIA,"Miami, FL",US,United States,14286,34286,PTY,"Panama City, Panama",PA,Panama,7,740,2,2019,7,3,P,IU,1
0,6,534600,2232,1932,0,0,4236,0,0,MT,20334,Thomas Cook Airlines Uk Ltd.,I,MT,Thomas Cook Airlines Uk Ltd.,0,0,13204,31454,MCO,"Orlando, FL",US,United States,13165,33165,MAN,"Manchester, United Kingdom",GB,United Kingdom,6,687,1,2019,7,9,F,IF,1
0,1,35495,0,0,35495,0,4258,0,0,EY,21107,Etihad Airways,I,EY,Etihad Airways,0,0,12917,31066,LCK,"Columbus, OH",US,United States,11760,31760,FRA,"Frankfurt, Germany",DE,Germany,6,683,2,2019,7,9,P,IF,1
0,31,2741926,10726,9037,594581,0,5615,0,0,MS,19747,Egyptair,I,MS,Egyptair,0,0,10872,30872,CAI,"Cairo, Egypt",EG,Egypt,12478,31703,JFK,"New York, NY",US,United States,6,637,1,2019,7,12,F,IF,1
136,136,377280,1224,989,0,0,45,3264,2448,1QQ,21614,City Wings Inc dba Seaflight,D,1QQ,City Wings Inc dba Seaflight,1,6,15027,34992,STX,"Christiansted, VI",US,United States,15024,34945,STT,"Charlotte Amalie, VI",US,United States,4,415,1,2019,7,1,F,DU,1
0,17,644459,2448,2110,0,0,1894,0,0,Q6,22001,"Vuela Aviacion, S.A.",I,Q6,"Vuela Aviacion, S.A.",0,0,12264,30852,IAD,"Washington, DC",US,United States,14677,34677,SAL,"San Salvador, El Salvador",SV,El Salvador,6,698,1,2019,7,4,F,IF,1
0,8,1670900,0,0,1599497,0,7058,0,0,Y8,21266,Yangtze River Express Airlines Company,I,Y8,Yangtze River Express Airlines Company,0,0,14309,34309,PVG,"Shanghai, China",CN,China,13930,30977,ORD,"Chicago, IL",US,United States,8,820,2,2019,7,15,G,IF,1
37,37,54979,220,9,0,0,9,380,195,KAH,20272,Kenmore Air Harbor,D,KAH,Kenmore Air Harbor,1,6,13002,30559,LKE,"Seattle, WA",US,United States,12652,30559,KEH,"Kenmore, WA",US,United States,0,40,4,2019,7,1,F,DU,1
0,9,233033,2745,1164,0,0,4633,0,0,OR,21059,TUI Airlines Nederland B.V.,I,OR,TUI Airlines Nederland B.V.,0,0,13303,32467,MIA,"Miami, FL",US,United States,10292,30292,AMS,"Amsterdam, Netherlands",NL,Netherlands,6,626,1,2019,7,10,F,IF,1
55,47,470000,2350,1958,0,0,174,3098,1558,EV,20366,ExpressJet Airlines LLC,D,EV,ExpressJet Airlines LLC,2,2,13930,30977,ORD,"Chicago, IL",US,United States,11977,31977,GRB,"Green Bay, WI",US,United States,6,675,1,2019,7,1,F,DU,1
0,132,386640,1188,590,30146,6722,41,3012,2220,X4,21386,Air Excursions LLC,D,X4,Air Excursions LLC,1,5,12523,32523,JNU,"Juneau, AK",US,United States,11997,31997,GST,"Gustavus, AK",US,United States,4,415,1,2019,7,1,F,DU,1
0,1,47000,0,0,30000,0,1719,414,402,L2,20169,Lynden Air Cargo Airlines,D,L2,Lynden Air Cargo Airlines,1,1,11537,31537,ELM,"Elmira/Corning, NY",US,United States,12003,31895,GTF,"Great Falls, MT",US,United States,5,556,2,2019,7,4,P,DU,1
0,1,7050,0,0,0,0,129,65,35,PM,21402,"Prescott Support Company, Inc.",D,PM,"Prescott Support Company, Inc.",1,4,12365,32365,IPT,"Williamsport, PA",US,United States,14100,34100,PHL,"Philadelphia, PA",US,United States,4,413,2,2019,7,1,P,DU,1
0,1,46900,18,18,0,0,5345,0,0,2KQ,21735,Longtail Aviation Ltd.,I,2KQ,Longtail Aviation Ltd.,0,0,13952,31647,OSL,"Oslo, Norway",NO,Norway,12892,32575,LAX,"Los Angeles, CA",US,United States,6,612,1,2019,7,11,L,IF,1
0,31,2584780,7564,5857,665570,0,6744,0,0,JL,19548,Japan Air Lines Co. Ltd.,I,JL,Japan Air Lines Co. Ltd.,0,0,12478,31703,JFK,"New York, NY",US,United States,13744,32169,NRT,"Tokyo, Japan",JP,Japan,6,627,1,2019,7,14,F,IF,1
0,20,1540000,7540,5731,0,0,4117,0,0,D7,21657,Air Asia X Berhad dba Airasia X,I,D7,Air Asia X Berhad dba Airasia X,0,0,12173,32134,HNL,"Honolulu, HI",US,United States,12699,32400,KIX,"Osaka, Japan",JP,Japan,6,687,3,2019,7,9,F,IF,1
